P1_ID de la respuesta;"P8_¿Ha leido la Politica de Acceso Abierto; disponible aqui: link?";P11_Sexo;P12_Edad;RANGO ETARIO;P13_Area del conocimiento en la cual se enmarca su quehacer;P14_OCDE;P16_Usted es una:;P17_Pais de residencia;P17_RECAT;"P18_Si su pais de residencia es Chile; por favor indique la region";P18_MACROZONA;P19_Nombre Institucion;P21_Sector al que pertenece la institucion;P22_Sector economico en el que se desempeña la institucion;P23_area del conocimiento en la cual se enmarca su quehacer2;P26_Cargo dentro de la institucion de quien responde;P27_CARGO_RECAT;P29_Respecto del objetivo de esta politica ¿Que tan de acuerdo o en desacuerdo esta usted?;p29_recat;"P30_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?";p30_recat;"P31_En su opinion; ¿hay otros aspectos que deberian incluirse dentro del objetivo general?";"P32_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos:";p32_recat;P33_Respecto de los objetivos especificos de esta politica ¿Que tan de acuerdo o en desacuerdo esta usted?;p33_recat;"P35_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?4";p35_recat;"P36_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de los objetivos especificos?";"P37_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos:5";p37_recat;P38_Sobre lo anterior:  Indique su nivel de acuerdo o desacuerdo respecto a las dos fases de implementacion que señala la Politica de Acceso Abierto;p38_recat;"P39_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta? ";p39_recat;"P40_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de la implementacion de la Politica de Acceso Abierto?";"P41_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos.";p41_recat;"P42_Por favor; señale su nivel de acuerdo o desacuerdo respecto de esta obligacion:";p42_recat;"P43_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?6";P43_RECAT;"P44_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de las obligaciones indicadas en el parrafo?";"P45_Si respondio afirmativamente; por favor; indique cuales deberian ser esos aspectos:";P45_RECAT;"P46_De acuerdo a lo descrito; señale su nivel de acuerdo o desacuerdo respecto de esta obligacion.";P46_RECAT;"P47_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?7";P47_RECAT;"P48_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de las obligaciones indicadas para los datos de investigacion?";"P49_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos:8";P49_RECAT;"P50_Por favor; señale su nivel de acuerdo o desacuerdo respecto de estas acciones:";P50_RECAT;"P51_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?9";p51_recat;"P52_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de las acciones que debe ejecutar la ANID para implementar la Politica de Acceso Abierto?";"P53_Por favor; indique cuales deberian ser esos aspectos:";p53_recat;P54_¿Que otros aspectos usted considera que debiesen ser abordados en la Politica de Acceso Abierto y_o en las acciones para su implementacion?;p54_recat
2158;Si;Hombre;65;MAYOR DE 60;CIENCIAS DEL MEDIO AMBIENTE;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;14. LOS RiOS;SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;En desacuerdo;Muy en desacuerdo o desacuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;;
2163;Si;Mujer;50;ENTRE 41 Y 50;GEOGRAFIA FISICA;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Derecho humano a la informacion; descenttalizacion de la informacion; evitar la replica de recursos; bases de datos publicas que permitan avanzar en ciencia y no levantar una y otra vez los datos; retardando los avances del conocimiento.";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Estoy de acuerdo;;No;;;En desacuerdo;Muy en desacuerdo o desacuerdo;Fase dorada es dificil de cumplir;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Asegura el traspaso directo a repositorio.;1;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;;
2165;No responde;Hombre;61;MAYOR DE 60;AGRICULTURA;CIENCIAS AGRICOLAS;Persona Natural;CHILE;CHILE;10. LOS LAGOS;SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Es fundamental para el desarrollo el acceso libre al conocimiento;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Es importante para mejorar la investigacion y promover mas y mejor innovacion;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Ninguno mas;
2167;Si;Hombre;43;ENTRE 41 Y 50;ECONOMIA;CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;10. LOS LAGOS;SUR;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;"La informacion y conocimiento generado con fondos estatales; y que se transforme en un verdadero ""bien economico publico""; debiera ser una aspiracion de una sociedad desarrollada; o al menos en desarrollo. 
Sin embargo; en el caso de las tesis; tiendo a pensar que en ocasiones pueden existir datos o informacion sensible de personas; grupos o territorios (ciudades; barrios); que podrian eventualmente ser mal entendidos; o utilizados. Se entiende que es el objetivo general;  pero creo que no se debe renunciar al concepto de etica y resguardo de informacion sensible en las tesis.";1;Si;"- Tal como indique la etica_resguardo de informacion sensible en las tesis.  (quizas es un aspecto de la operacionalizacion del objetivo general; mas que de";1;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;Si;"No se si es otro objetivo; o la operacionalizacion de alguno de los existentes.
Pero considerando que menos del 30% de la poblacion sobre 25 años en Chile tiene estudios superiores (por lo que todavia un grupo reducido de personas en Chile seria capaz de apropiarse de este bien comun); seria interesante pensar en como ayudar a transformar o divulgar  desde la Anid este conocimiento no solo a tomadores decisiones o otros investigadores; sino que efectivamente como el conocimiento puede llegar a la ciudadania mas diversa.";1;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;;;Si;Aqui solo se ve enfocado a publicaciones. No veo  aspectos que regulen las tesis.;1;Ni acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;"Respecto a: “El plazo para la publicacion de los datos en los repositorios abiertos no podra superar el año despues de rendido el informe final; aun cuando no se hayan publicado los respectivos articulos”.
Me parece que los autores debieran tener al menos un periodo sutilmente mas amplio para poder seguir usando la informacion generada por el proyecto. ¿2 o 3 años por ejemplo?


Respecto a ""Quedan excluidos de estas obligaciones aquellos datos de investigacion que deban mantenerse en confidencialidad; circunstancia que debera ser informada a la ANID con la debida justificacion de los motivos que impidan su difusion. La ANID ponderara; a su vez; esas razones y podra autorizar o no la exclusion por confidencialidad”.

Se entiende que hay aspectos de confidencialidad; pero otro aspecto es la etica respecto a la informacion que se divulga. 
Solo un ejemplo un poco extremo; ¿hasta que punto puede ser bueno divulgar; incluso a nivel de macro datos; respeto al ciertas condiciones economicos; aspectos muy especificos de salud; sociales;  (u otras condiciones) de personas que viven en un sector de una comuna? (Entendiendo que no haya sido publicado_divulgado por medio de un paper).";1;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;;
2168;Si;Mujer;51;ENTRE 51 Y 60;BIBLIOTECOLOGIA;CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;08. BIOBiO;CENTRO SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Conocer los resultados; transparentar el uso de los recursos y normalizar el deposito de los documentos en Repositorios es un beneficio para la sociedad.";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Las innovaciones resultado de la investigacion; pueden contribuir al desarrollo pais.";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;"Estimulo a las mejores investigaciones; bajo el criterio de la contribucion que estas brinden a distintas areas prioritarias del desarrollo del pais.";1
2170;Si;Hombre;39;ENTRE 31 Y 40;BIOLOGIA MOLECULAR;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;"El acceso a publicaciones y datos es el primer paso (buen primer paso). El siguiente deberia ser que las tecnologias generadas con fondos publicos puedan (por opcion no obligacion) ser dejadas en el dominio publico o liberadas bajo licencias abiertas. Deberiamos trabajar en politicas que permitan a investigadorxs dejar tecnologias en el dominio publico (crear prior art de manera deliberada para que las tecnologias no sean patentadas por terceros ni por las mismas universidades) o respaldar el uso de tecnologias de libre acceso en software (Free_Libre y Open Source software); hardware (open hardware con licencias CERN OHL; etc); tecnologias biologicas (libre acceso a material biologico via openMTA; freedom-to-operate; etc). Las universidades obligan a investigadorxs a proteger tecnologias con potencial de uso y no existe la posibilidad de transferir a la sociedad via licencias abiertas. Se deberia educar a las universidades de que Free_libre no significa no-comercial. Las industrias basadas en tecnologias abiertas en software y hardware estan creciendo a nivel mundial; con ejemplos de empresas muy exitosas (Sparkfun; opentrons; etc). Esto demuestra que no hace falta proteger (e.g patente) para generar desarrollos comerciales. Ademas; para quienes trabajamos en tecnologias es claro que las patentes NO fomentan la innovacion; al contrario; la frenan.  Por otro lado; el conocimiento y las ideas_invenciones responden a fenomenos colectivos; no individuales de personas aisladas del mundo tal como se presenta. La propiedad intelectual fomenta estructuras que vienen del mundo industrial que nada tienen que ver con los procesos colectivos de la ciencia y la academia. Esta narrativa esta generando malas practicas en la academia (tesis en embargo; no liberacion de datos; etc). Las patentes se han convertido en las unidades elementales de generacion de asimetria y concentracion de poder tecnologico en el mundo (e.g. agro; datos; farma). Quien gana con las patentes?";1
2171;Si;Hombre;65;MAYOR DE 60;BIOTECNOLOGIA AMBIENTAL;INGENIERIA Y TECNOLOGIA;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;En desacuerdo;Muy en desacuerdo o desacuerdo;"En la propuesta no se toma en cuenta que una parte importante de la investigacion cientifica aplicada o de desarrollo tecnologico puede llevar a la creacion de invenciones que deben ser protegidas mediante propiedad industrial; especialmente patentes de invencion. Para ello es estado y las instituciones de investigacion e ya tienen  ya disponen de procedimientos y reglamentos que regulan la propiedad industrial. Esta politica parece no considerar este importante aspecto. Por ejemplo para lograr una buena proteccion industrial es fundamental la confidencialidad del manejo de la informacion y la reserva de los datos; hasta que se haya presentado correctamente la solicitud de proteccion industrial.";1;Si;"La proteccion de la propiedad industrial; tal como se explico en el parrafo anterior.";1;En desacuerdo;Muy en desacuerdo o desacuerdo;No se considera los problemas que puede generar para lograr la proteccion de la propiedad industrial de las invenciones generadas en proyectos cientificos.;1;Si;"Falta considerar la proteccion de la propiedad industrial; como un caso de excepcion del acceso abierto.";1;En desacuerdo;Muy en desacuerdo o desacuerdo;Por lo explicado anteriormente.;;Si;Considerar las investigaciones que pueden generar propiedad industrial como un caso especial.;1;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;Ya explicado anteriormente.;;Si;Ya explicado anteriormente.;;En desacuerdo;Muy en desacuerdo o desacuerdo;Ya explicado anteriormente.;;Si;Ya explicado anteriormente.;;En desacuerdo;Muy en desacuerdo o desacuerdo;Ya explicado anteriormente.;;Si;Ya explicado anteriormente.;;"Las   investigaciones tecnologicas como un caso especial; ya que pueden; o incluso debieran; generar Propiedad Industrial.";1
2172;Si;Hombre;39;ENTRE 31 Y 40;MATEMATICAS PURAS;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;14. LOS RiOS;SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"En matematicas ya existen estos repositorios; como lo es arXiv. Aunque este es un repositorio en el que no todas las publicaciones estan revisadas por pares; si sirve para permitir y acelerar el acceso al conocimiento. 

Usualmente no hay que pagar por publicar; pero usualmente hay que pagar para acceder a los articulos";1;Si;"Hay que tener en consideracion los tiempos de publicacion de cada disciplina. Las Matematicas son conocidas por lentos procesos de publicacion; 1 año o mas para ser rechazado no es una situacion excepcional.";1;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;No se deberia pagar por publicar y ANID deberia exigir que se publique en revistas que no cobren.;1;Si;Revisar las politicas de evaluacion de curriculo que imperen en la ANID que valoran publicaciones en revistas de pago;1;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;La ANID no deberia otorgar aportes economicos para publicar.;1;No;;;Ni acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;"Este parrafo es polemico

“El plazo para la publicacion de los datos en los repositorios abiertos no podra superar el año despues de rendido el informe final; aun cuando no se hayan publicado los respectivos articulos”.


¿Como se llego al plazo de 1 año? Quizas esto debe depender de la disciplina.";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Esto parece que es algo que debe hacer ANID;1;Si;Nuevamente considerar las diferentes realidades de cada disciplina;1;"El conflicto de interes que pueden existir con las revistas que ANID valora en sus programas. Da vergüenza y es dificil explicar a un coautor fuera de Chile que; si yo quiero mantener financiamiento para investigacion; solo me valoran un listado especifico de revistas indicado la ANID. Cambiar la manera de medir los CV.";1
2173;Si;Hombre;67;MAYOR DE 60;BIOLOGIA REPRODUCTIVA;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Ni acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;Nunca en Chile se ha hecho politicas serias en este aspecto. A poco andar se desdibujan;1;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;La ciencia DEBE estar al servicio de la comunidad y no en grupos de poder;1;Si;Cautelar el traspaso abierto a la comunidad;1;No sabe;NS_NR;redaccion poco clara de las posibilidades;1;No responde;;;No sabe;NS_NR;Muchas variables al mismo tiempo y son confundentes;1;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;hay que proteger;1;No responde;;;No sabe;NS_NR;"Creoi que si todo estos mecanismos van a retrasar  el avance del conocimiento en terminos cuantitativos; no sirve";1;No responde;;;Creo que el documento debe ser un estudio que previamente considere la postura que tiene otros paises mas desarrollado y con claridad sobre el tema de proteccion y usarlos como matriz de trabajo;1
2175;Si;Hombre;64;MAYOR DE 60;AGRONOMIA;CIENCIAS AGRICOLAS;Persona Natural;CHILE;CHILE;01. TARAPACa;NORTE;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"El financiamiento publico obliga a su dispinibilidad o libre acceso.
De esa forma;se acerca el conocimiento al usuario que quiera acceder.";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;La productividad cientifica con financiamiento publico debe quedat disponible. Permitira generar nuevas redes y avanzar en el conocimiento.;1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;Me parece bien la transicion respetando y los acuerdos del investigador con las editoriales.;1;No;;;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;"Hay que considerar los acuerdos de confidencialidad que exigen las revistas de pago que no permiten  publicar en plataformas publicas.
Deben generarse protocolos que no inhivan o perjudiquen al investigador.";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;Parece una opcion adecuada.;1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;Es correcto lo que se plantea entre los diferentes actores que generan y administran base de datos.;1;No;;;Un protocolo claro y preciso qye fe seguridad a los investigadores que sus datos no sean mal utilizados. Deben haber de todas formas con barreras de seguridad.;1
2178;Si;Hombre;49;ENTRE 41 Y 50;EDUCACION GENERAL;CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;Todo conocimiento generado gracias a recursos de todos los chilenos deben estar disponibles para todos.;1;Si;Incluiria bases de datos (cumpliendo con criterios de resguardo de identidad) que se generaron y las metodologias aplicadas en los estudios que generaron dicho conocimiento que debe ser publico.;1;Muy de acuerdo;Muy de acuerdo o de acuerdo;Creo que estos objetivos incluyen adecuadamente los ambitos que deben considerarse;1;No;;;En desacuerdo;Muy en desacuerdo o desacuerdo;"ambas opciones privilegian la publicacion de trabajos en revistas de pago. es necesario avanzar en incentivos u orientaciones que permitan a los y las investigadoras; publicar en revistas gratuitas o cuyos costos sean limitados.";1;Si;"Mas que fases; se deben considerar estas dos opciones como distintas opciones de publicacion que el o la investigadora pueden seguir e incluir una tercera que describa el proceso y condiciones en caso de optar por revistas gratuitas. Sin perjuicio de esto; es necesario que ANID oriente o desincentive la publicacion en revistas de dudosa calidad y_o de excesivo cobro.";1;De acuerdo;Muy de acuerdo o de acuerdo;"Creo que es necesario una debate mayor respecto a condiciones sobre los embargos de las publicaciones finales. Me parece mas relevante fijar reglas sobre embargos de las bases de datos; cuestionarios; metodologias de analisis; y de las versiones preliminares de los papers.";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"nada que agregar; considera en mi opinion tdos los aspectos a considerar respecto de las bases de datos. Seria un gran avance en esta materia que parece poco regulada.";1;No;;;Ni acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;"Creo que se requiere de mayores antecedentes para evaluar de mejor forma la efectividad del repositorio actual para la comunidad cientifica. Promover el diseño y surgimiento de otros repositorios institucionales; administrados por varias instituciones que respondan a necesidades especificas de subcomunidades cientificas en Chile podria ser tambien una opcion a considerar.";1;No;;;"1) Reglas; orientaciones e incentivos para publicar en open access pero con limites de cobro. 
2) que se generen repositorios de acceso publico en Chile a traves de fondos que permitan consorciarse a varias instituciones chilenas.";1
2179;Si;Hombre;57;ENTRE 51 Y 60;BIBLIOTECOLOGIA;CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;El conocimiento solo tiene sentido si es compartido y reutilizado. Dar acceso abierto al conocimiento generado con fondos publicos va a generar un circulo virtuoso en las comunidades de investigacion y va a producir un desarrollo en terminos de sistemas documentales.;1;Si;"""asegurar la disponibilidad del conocimiento cientifico contenido en las publicaciones resultantes de la ejecucion de proyectos de investigacion financiados con recursos publicos y a los datos de investigacion generados; en formatos abiertos...""";1;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Se debe avanzar en cultura cientifica y en ciencia ciudadana; como tambien en transparencia y ""accountability""; la interoperabilidad de los datos y sistemas es fundamental en el desarrollo y aplicacion de la ciencia de datos en la esfera cientifica y en el gobierno electronico. El pais ya tiene un rezago y promesas no cumplidas por el Estado en estas materias.";1;Si;"- Promover y apoyar la creacion de repositorios de acceso abierto en el sector estatal y en los centros de investigacion apoyados con fondos publicos.
- Crear repositorios destinados a la preservacion digital de documentos; informacion y datos de investigacion.
- Generar una cultura de ciencia ciudadana mediante acciones de educacion en ciencia y tecnologia; en conjunto con las universidades publicas.
- Impulsar las iniciativas de ciencia abierta; reutilizando la informacion y los datos de investigacion.";1;De acuerdo;Muy de acuerdo o de acuerdo;Me parece adecuado que el paso a la ruta dorada sea progresivo.;1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;"No se si es pertinente financiar un registro DOI con fondos publicos para algunos propositos; como incentivo a autores o publicaciones en SciELO.";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;No.;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;No.;;No;;;Me parece que hay suficientes aspectos y acciones definidas.;1
